BIOT E-200, Proseminar: Graduate Research Methods and Scholarly Writing in Biotechnology, Fall term 2017 | CRN 13645,  | Section 1, On campus only, Mondays, 5:30-7:30 pm, Northwest Science Building B109, Aug. 28, 2017, Graduate credit: $2700, Credits: 4
BIOT E-200, Proseminar: Graduate Research Methods and Scholarly Writing in Biotechnology, Fall term 2017 | CRN 14719,  | Section 2, Online (live) web conference, Tuesdays, 5:10-7:10 pm, Aug. 29, 2017, Graduate credit: $2700, Credits: 4
BIOT E-200, Proseminar: Graduate Research Methods and Scholarly Writing in Biotechnology, Spring Term 2018 | CRN 23457, On campus only, Mondays, 7:40-9:40 pm, Northwest Science Building B109, Jan. 22, 2018, Graduate credit: $2700, Credits: 4
BIOT E-205, Drug Discovery, Project Design, and Management, Spring Term 2018 | CRN 25119, On campus only, Mondays, 5:30-7:30 pm, Science Center 110, Jan. 22, 2018, Noncredit: $900, Graduate credit: $2700, Credits: 4
BIOT E-215, Clinical Trial Research, Fall term 2017 | CRN 14495, On campus only, Tuesdays, 5:30-7:30 pm, Boylston Hall 105, Aug. 29, 2017, Noncredit: $900, Graduate credit: $2700, Credits: 4
BIOT E-225, Biomedical Product Development, Spring Term 2018 | CRN 23984, Online (live) web conference, Wednesdays, 5:10-7:10 pm, Jan. 24, 2018, Noncredit: $1550, Graduate credit: $2700, Credits: 4
BIOT E-230, Structure and Function of Human Monoclonal Antibodies, Fall term 2017 | CRN 15040, On campus only, Wednesdays, 5:30-7:30 pm, Sever Hall 103, Aug. 30, 2017, Noncredit: $900, Graduate credit: $2700, Credits: 4
BIOT E-497, Crafting the Thesis Proposal in Biotechnology or Bioengineering and Nanotechnology Tutorial, Fall term 2017 | CRN 15476, Online only, On Demand, Aug. 28, 2017, Graduate credit: $2700, Credits: 4
BIOT E-497, Crafting the Thesis Proposal in Biotechnology or Bioengineering and Nanotechnology Tutorial, Spring Term 2018 | CRN 25097, Online only, On Demand, Jan. 22, 2018, Graduate credit: $2700, Credits: 4
BIOT E-599, Biotechnology Capstone, Spring Term 2018 | CRN 25061, Online (live) web conference, Graduate credit: $2700, Credits: 4
CELT E-115, The Irish Supernatural, Fall term 2017 | CRN 15371, On campus only, Wednesdays, 5:30-7:30 pm, Sever Hall 210, Aug. 30, 2017, Noncredit: $900, Undergraduate credit: $1550, Graduate credit: $2700, Credits: 4
CGRK E-1A, Elementary Classical Greek, Fall term 2017 | CRN 14240, On campus only, Wednesdays, 5:30-7:30 pm, Sever Hall 109, Aug. 30, 2017, Noncredit: $1150, Undergraduate credit: $1150, Credits: 2
CGRK E-1B, Elementary Classical Greek, Spring Term 2018 | CRN 23989, On campus only, Wednesdays, 5:30-7:30 pm, Sever Hall 109, Jan. 24, 2018, Noncredit: $1150, Undergraduate credit: $1150, Credits: 2
CGRK E-31, Homer's Odyssey, Fall term 2017 | CRN 15372, On campus only, Wednesdays, 5:30-7:30 pm, Boylston Hall 104, Aug. 30, 2017, Noncredit: $1550, Undergraduate credit: $1550, Graduate credit: $2700, Credits: 4
CGRK E-35, Euripides, Spring Term 2018 | CRN 25048, On campus only, Wednesdays, 5:30-7:30 pm, Boylston Hall 103, Jan. 24, 2018, Noncredit: $1550, Undergraduate credit: $1550, Graduate credit: $2700, Credits: 4
CHEM E-100, Organic Chemistry of Drug Synthesis and Action, Fall term 2017 | CRN 14210, On campus only, Wednesdays, 7:40-9:40 pm, Science Center 110, Aug. 30, 2017, Undergraduate credit: $1550, Graduate credit: $2700, Credits: 4
CHEM E-17, Principles of Organic Chemistry, Fall term 2017 | CRN 15393, On campus with online option, Thursdays, 6-9 pm, Science Center Hall D, Aug. 31, 2017, Undergraduate credit: $1150, Credits: 3
CHEM E-17, Principles of Organic Chemistry, Spring Term 2018 | CRN 25023, Online only, On Demand, Jan. 24, 2018, Undergraduate credit: $1150, Credits: 3
CHEM E-17L, Principles of Organic Chemistry: Laboratory, Fall term 2017 | CRN 15505,  | Section 3, On campus only, Saturdays, 9 am-1 pm, Science Center 210, Sep. 2, 2017, Undergraduate credit: $800, Credits: 2
CHEM E-17L, Principles of Organic Chemistry: Laboratory, Fall term 2017 | CRN 15504,  | Section 2, On campus only, Wednesdays, 1-5 pm, Science Center 210, Aug. 30, 2017, Undergraduate credit: $800, Credits: 2
CHEM E-17L, Principles of Organic Chemistry: Laboratory, Fall term 2017 | CRN 15394,  | Section 1, On campus only, Tuesdays, 7-11 pm, Science Center 210, Aug. 29, 2017, Undergraduate credit: $800, Credits: 2
CHEM E-17L, Principles of Organic Chemistry: Laboratory, Spring Term 2018 | CRN 25130,  | Section 2, On campus only, Wednesdays, 1-5 pm, Science Center 210, Jan. 24, 2018, Undergraduate credit: $800, Credits: 2
CHEM E-17L, Principles of Organic Chemistry: Laboratory, Spring Term 2018 | CRN 25131,  | Section 3, On campus only, Saturdays, 9 am-1 pm, Science Center 210, Jan. 27, 2018, Undergraduate credit: $800, Credits: 2
CHEM E-17L, Principles of Organic Chemistry: Laboratory, Spring Term 2018 | CRN 25024,  | Section 1, On campus only, Tuesdays, 7-11 pm, Science Center 210, Jan. 23, 2018, Undergraduate credit: $800, Credits: 2
CHEM E-1A, General Chemistry I (Lecture and Lab), Fall term 2017 | CRN 11918, On campus only, Thursdays, 6-9 pm, Science Center Hall B, Aug. 31, 2017, Undergraduate credit: $1550, Credits: 4
CHEM E-1AX, General Chemistry I (Lecture), Fall term 2017 | CRN 14578, Online only, On Demand, Sep. 1, 2017, Undergraduate credit: $1150, Credits: 3
CHEM E-1AXL, General Chemistry I (Lab), Fall term 2017 | CRN 14587, On campus only, Undergraduate credit: $400, Credits: 1
CHEM E-1B, General Chemistry II (Lecture and Lab), Spring Term 2018 | CRN 20020, On campus only, Thursdays, 6-9 pm, Science Center Hall B, Jan. 25, 2018, Undergraduate credit: $1550, Credits: 4
CHEM E-1BX, General Chemistry II (Lecture), Spring Term 2018 | CRN 24285, Online only, On Demand, Jan. 26, 2018, Undergraduate credit: $1150, Credits: 3
CHEM E-1BXL, General Chemistry II (Lab), Spring Term 2018 | CRN 24307, On campus only, Undergraduate credit: $400, Credits: 1
CHEM E-27, Organic Chemistry of Life, Spring Term 2018 | CRN 25022, On campus only, Thursdays, 6-9 pm, Science Center Hall D, Jan. 25, 2018, Undergraduate credit: $1150, Credits: 3
CLAS E-116, The Ancient Greek Hero, Fall term 2017 | CRN 13404, Online only, On Demand, Aug. 31, 2017, Noncredit: $1550, Undergraduate credit: $1550, Graduate credit: $2700, Credits: 4
CLAS E-116, The Ancient Greek Hero, Spring Term 2018 | CRN 24099, Online only, On Demand, Jan. 25, 2018, Noncredit: $1550, Undergraduate credit: $1550, Graduate credit: $2700, Credits: 4
CLAS E-207, Healing Sanctuaries and Medicine in Ancient Greece, Fall term 2017 | CRN 15391, On campus only, Thursdays, 5:30-7:30 pm, Sever Hall 111, Aug. 31, 2017, Graduate credit: $2700, Credits: 4
CREA E-100R, Advanced Fiction: Writing the Short Story, Fall term 2017 | CRN 15460,  | Section 2, Online (live) web conference, Thursdays, 8-10 pm, Aug. 31, 2017, Undergraduate credit: $1550, Graduate credit: $2700, Credits: 4
CREA E-100R, Advanced Fiction: Writing the Short Story, Fall term 2017 | CRN 14607,  | Section 1, On campus only, Tuesdays, 5:30-7:30 pm, Center for Government and International Studies, Knafel Building K108, Aug. 29, 2017, Undergraduate credit: $1550, Graduate credit: $2700, Credits: 4
CREA E-100R, Advanced Fiction: Writing the Short Story, Spring Term 2018 | CRN 25235,  | Section 3, Online (live) web conference, Wednesdays, 5:30-7:30 pm, Jan. 24, 2018, Undergraduate credit: $1550, Graduate credit: $2700, Credits: 4
CREA E-100R, Advanced Fiction: Writing the Short Story, Spring Term 2018 | CRN 24317,  | Section 1, On campus only, Wednesdays, 5:30-7:30 pm, Sever Hall 104, Jan. 24, 2018, Undergraduate credit: $1550, Graduate credit: $2700, Credits: 4
CREA E-100R, Advanced Fiction: Writing the Short Story, Spring Term 2018 | CRN 22613,  | Section 2, Online (live) web conference, Thursdays, 8-10 pm, Jan. 25, 2018, Undergraduate credit: $1550, Graduate credit: $2700, Credits: 4
CREA E-101R, Writing a Nonfiction Book, Spring Term 2018 | CRN 25084, On campus only, Tuesdays, 5:30-7:30 pm, Emerson Hall 106, Jan. 23, 2018, Undergraduate credit: $1550, Graduate credit: $2700, Credits: 4
CREA E-103R, Advanced Fiction: Writing Crime Fiction, Fall term 2017 | CRN 15116, Online (live) web conference, Tuesdays, 7:40-9:40 pm, Aug. 29, 2017, Undergraduate credit: $1550, Graduate credit: $2700, Credits: 4
CREA E-105R, Advanced Fiction: Writing the Novel, Fall term 2017 | CRN 14016, On campus only, Tuesdays, 5:30-7:30 pm, Sever Hall 111, Aug. 29, 2017, Undergraduate credit: $1550, Graduate credit: $2700, Credits: 4
CREA E-110R, Advanced Poetry Writing, Fall term 2017 | CRN 15114, Online (live) web conference, Wednesdays, 5:10-7:10 pm, Aug. 30, 2017, Undergraduate credit: $1550, Graduate credit: $2700, Credits: 4
CREA E-114, Advanced Fiction: Writing Suspense Fiction, Spring Term 2018 | CRN 24772, Online (live) web conference, Mondays, 5:30-7:30 pm, Jan. 22, 2018, Undergraduate credit: $1550, Graduate credit: $2700, Credits: 4
CREA E-118R, Advanced Creative Nonfiction, Fall term 2017 | CRN 15461, Online (live) web conference, Wednesdays, 8-10 pm, Aug. 30, 2017, Undergraduate credit: $1550, Graduate credit: $2700, Credits: 4
CREA E-120R, Advanced Screenwriting, Spring Term 2018 | CRN 23827, Online (live) web conference, Wednesdays, 7:40-9:40 pm, Jan. 24, 2018, Undergraduate credit: $1550, Graduate credit: $2700, Credits: 4
CREA E-124, Writing for TV, Fall term 2017 | CRN 15135, Live web conference w/ required on-campus weekend, Thursdays, 5:10-7:10 pm, Aug. 31, 2017, Undergraduate credit: $1550, Graduate credit: $2700, Credits: 4
CREA E-125R, Advanced Playwriting, Spring Term 2018 | CRN 24828, Online (live) web conference, Thursdays, 5:10-7:10 pm, Jan. 25, 2018, Undergraduate credit: $1550, Graduate credit: $2700, Credits: 4
CREA E-134, Writing War, Spring Term 2018 | CRN 25160, Live web conference w/ required on-campus weekend, Tuesdays, 7:40-9:40 pm, Jan. 23, 2018, Undergraduate credit: $1550, Graduate credit: $2700, Credits: 4
CREA E-20, Introduction to Memoir, Fall term 2017 | CRN 12750, On campus only, Wednesdays, 5:30-7:30 pm, Sever Hall 104, Aug. 30, 2017, Undergraduate credit: $1550, Credits: 4
CREA E-23, Fiction Workshop: Story Origins, Fall term 2017 | CRN 14251, On campus only, Mondays, 7:40-9:40 pm, Sever Hall 211, Aug. 28, 2017, Undergraduate credit: $1550, Credits: 4
CREA E-24, Story Development, Spring Term 2018 | CRN 24510, On campus only, Mondays, 5:30-7:30 pm, Sever Hall 207, Jan. 22, 2018, Undergraduate credit: $1550, Credits: 4
CREA E-25, Introduction to Fiction Writing, Fall term 2017 | CRN 13774, Online (live) web conference, Mondays, 5:30-7:30 pm, Aug. 28, 2017, Undergraduate credit: $1550, Credits: 4
CREA E-25, Introduction to Fiction Writing, Spring Term 2018 | CRN 23637,  | Section 1, On campus only, Wednesdays, 5:30-7:30 pm, Sever Hall 111, Jan. 24, 2018, Undergraduate credit: $1550, Credits: 4
CREA E-25, Introduction to Fiction Writing, Spring Term 2018 | CRN 23177,  | Section 2, On campus only, Tuesdays, 5:30-7:30 pm, Sever Hall 112, Jan. 23, 2018, Undergraduate credit: $1550, Credits: 4
CREA E-30, Introduction to Writing Poetry, Spring Term 2018 | CRN 24737, On campus only, Mondays, 7:40-9:40 pm, Sever Hall 104, Jan. 22, 2018, Undergraduate credit: $1550, Credits: 4
CREA E-45, Beginning Screenwriting, Fall term 2017 | CRN 13975, On campus only, Tuesdays, 7:40-9:40 pm, Sever Hall 302, Aug. 29, 2017, Undergraduate credit: $1550, Credits: 4
CSCI E-109A, Introduction to Data Science, Fall term 2017 | CRN 15178, Online only, On Demand, Aug. 31, 2017, Graduate credit: $2700, Credits: 4
CSCI E-109B, Advanced Topics in Data Science, Spring Term 2018 | CRN 24801, Online only, On Demand, Jan. 23, 2018, Graduate credit: $2700, Credits: 4
CSCI E-10A, Introduction to Computer Science Using Java I, Fall term 2017 | CRN 14289, On campus with online option, Mondays, 5:30-7:30 pm, Maxwell-Dworkin G115, Aug. 28, 2017, Noncredit: $2700, Undergraduate credit: $2700, Graduate credit: $2700, Credits: 4
CSCI E-10B, Introduction to Computer Science Using Java II, Spring Term 2018 | CRN 24027, On campus with online option, Mondays, 5:30-7:30 pm, Maxwell-Dworkin G115, Jan. 22, 2018, Noncredit: $2700, Undergraduate credit: $2700, Graduate credit: $2700, Credits: 4
CSCI E-11, Introduction to the Challenges and Opportunities of Big Data, the Internet of Things, and Cybersecurity, Fall term 2017 | CRN 15525, Online only, On Demand, Aug. 28, 2017, Noncredit: $2700, Undergraduate credit: $2700, Graduate credit: $2700, Credits: 4
CSCI E-11, Introduction to the Challenges and Opportunities of Big Data, the Internet of Things, and Cybersecurity, Spring Term 2018 | CRN 25189, Online only, On Demand, Jan. 22, 2018, Noncredit: $2700, Undergraduate credit: $2700, Graduate credit: $2700, Credits: 4
CSCI E-12, Fundamentals of Website Development, Fall term 2017 | CRN 15078, Online only, On Demand, Aug. 29, 2017, Noncredit: $2700, Undergraduate credit: $2700, Graduate credit: $2700, Credits: 4
CSCI E-12, Fundamentals of Website Development, Spring Term 2018 | CRN 21144, Online only, On Demand, Jan. 23, 2018, Noncredit: $2700, Undergraduate credit: $2700, Graduate credit: $2700, Credits: 4
CSCI E-121, Introduction to Theoretical Computer Science, Fall term 2017 | CRN 14302, Online only, On Demand, Sep. 1, 2017, Noncredit: $2700, Undergraduate credit: $2700, Graduate credit: $2700, Credits: 4
CSCI E-124, Data Structures and Algorithms, Spring Term 2018 | CRN 21462, Online only, On Demand, Jan. 24, 2018, Noncredit: $2700, Graduate credit: $2700, Credits: 4
CSCI E-127, Cryptography, Spring Term 2018 | CRN 25012, Online only, On Demand, Jan. 24, 2018, Noncredit: $2700, Undergraduate credit: $2700, Graduate credit: $2700, Credits: 4
CSCI E-134, Networks, Fall term 2017 | CRN 15378, Online only, On Demand, Aug. 31, 2017, Noncredit: $2700, Undergraduate credit: $2700, Graduate credit: $2700, Credits: 4
